stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons
112	1corintios	3	13	1corintios-3-13-P02	1corintios-3-13-P01	δηλώσει	V-FAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
113	1corintios	3	13	1corintios-3-13-P03	1corintios-3-13-P02	ἀποκαλύπτεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
114	1corintios	3	13	1corintios-3-13-P04	1corintios-3-13-P03	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
115	1corintios	3	13	1corintios-3-13-P05	1corintios-3-13-P04	δοκιμάσει	V-FAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
116	1corintios	3	14	1corintios-3-14-P01	1corintios-3-13-P05	μενεῖ	V-FAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
117	1corintios	3	14	1corintios-3-14-P02	1corintios-3-14-P01	ἐποικοδόμησεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
118	1corintios	3	14	1corintios-3-14-P03	1corintios-3-14-P02	λήμψεται	V-FMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
119	1corintios	3	15	1corintios-3-15-P01	1corintios-3-14-P03	κατακαήσεται	V-FPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
120	1corintios	3	15	1corintios-3-15-P02	1corintios-3-15-P01	ζημιωθήσεται	V-FPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
121	1corintios	3	15	1corintios-3-15-P03	1corintios-3-15-P02	σωθήσεται	V-FPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
122	1corintios	3	16	1corintios-3-16-P01	1corintios-3-15-P03	οἴδατε	V-XAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
123	1corintios	3	16	1corintios-3-16-P02	1corintios-3-16-P01	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
124	1corintios	3	16	1corintios-3-16-P03	1corintios-3-16-P02	οἰκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
125	1corintios	3	17	1corintios-3-17-P01	1corintios-3-16-P03	φθείρει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
126	1corintios	3	17	1corintios-3-17-P02	1corintios-3-17-P01	φθερεῖ	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
127	1corintios	3	17	1corintios-3-17-P03	1corintios-3-17-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
128	1corintios	3	17	1corintios-3-17-P04	1corintios-3-17-P03	ἐστε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
129	1corintios	3	18	1corintios-3-18-P01	1corintios-3-17-P04	ἐξαπατάτω	V-PAD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
130	1corintios	3	18	1corintios-3-18-P02	1corintios-3-18-P01	δοκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
131	1corintios	3	18	1corintios-3-18-P03	1corintios-3-18-P02	γενέσθω	V-AMD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
132	1corintios	3	18	1corintios-3-18-P04	1corintios-3-18-P03	γένηται	V-AMS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
133	1corintios	3	19	1corintios-3-19-P01	1corintios-3-18-P04	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
134	1corintios	3	19	1corintios-3-19-P02	1corintios-3-19-P01	γέγραπται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
135	1corintios	3	20	1corintios-3-20-P01	1corintios-3-19-P02	γινώσκει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
136	1corintios	3	20	1corintios-3-20-P02	1corintios-3-20-P01	εἰσὶν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
137	1corintios	3	21	1corintios-3-21-P01	1corintios-3-20-P02	καυχάσθω	V-PMD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""number_change"", ""subject_shift""]"
138	1corintios	3	21	1corintios-3-21-P02	1corintios-3-21-P01	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
139	1corintios	4	1	1corintios-4-1-P01	1corintios-3-21-P02	λογιζέσθω	V-PMD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
140	1corintios	4	2	1corintios-4-2-P01	1corintios-4-1-P01	ζητεῖται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
141	1corintios	4	2	1corintios-4-2-P02	1corintios-4-2-P01	εὑρεθῇ	V-APS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
142	1corintios	4	3	1corintios-4-3-P01	1corintios-4-2-P02	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
143	1corintios	4	3	1corintios-4-3-P02	1corintios-4-3-P01	ἀνακριθῶ	V-APS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
144	1corintios	4	3	1corintios-4-3-P03	1corintios-4-3-P02	ἀνακρίνω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
145	1corintios	4	4	1corintios-4-4-P01	1corintios-4-3-P03	σύνοιδα	V-XAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
146	1corintios	4	4	1corintios-4-4-P02	1corintios-4-4-P01	δεδικαίωμαι	V-XPI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
147	1corintios	4	4	1corintios-4-4-P03	1corintios-4-4-P02	ἐστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
148	1corintios	4	5	1corintios-4-5-P01	1corintios-4-4-P03	κρίνετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
149	1corintios	4	5	1corintios-4-5-P02	1corintios-4-5-P01	ἔλθῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
150	1corintios	4	5	1corintios-4-5-P03	1corintios-4-5-P02	φωτίσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
151	1corintios	4	5	1corintios-4-5-P04	1corintios-4-5-P03	φανερώσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
152	1corintios	4	5	1corintios-4-5-P05	1corintios-4-5-P04	γενήσεται	V-FMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
153	1corintios	4	6	1corintios-4-6-P01	1corintios-4-5-P05	μετεσχημάτισα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
154	1corintios	4	6	1corintios-4-6-P02	1corintios-4-6-P01	μάθητε	V-AAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
155	1corintios	4	6	1corintios-4-6-P03	1corintios-4-6-P02	γέγραπται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
156	1corintios	4	6	1corintios-4-6-P04	1corintios-4-6-P03	φυσιοῦσθε	V-PPI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
157	1corintios	4	7	1corintios-4-7-P01	1corintios-4-6-P04	διακρίνει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
158	1corintios	4	7	1corintios-4-7-P02	1corintios-4-7-P01	ἔχεις	V-PAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
159	1corintios	4	7	1corintios-4-7-P03	1corintios-4-7-P02	ἔλαβες	V-AAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
160	1corintios	4	7	1corintios-4-7-P04	1corintios-4-7-P03	ἔλαβες	V-AAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
161	1corintios	4	7	1corintios-4-7-P05	1corintios-4-7-P04	καυχᾶσαι	V-PMI-2S	2	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
162	1corintios	4	8	1corintios-4-8-P01	1corintios-4-7-P05	ἐστέ	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
163	1corintios	4	8	1corintios-4-8-P02	1corintios-4-8-P01	ἐπλουτήσατε	V-AAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
164	1corintios	4	8	1corintios-4-8-P03	1corintios-4-8-P02	ἐβασιλεύσατε	V-AAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
165	1corintios	4	8	1corintios-4-8-P04	1corintios-4-8-P03	ἐβασιλεύσατε	V-AAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
166	1corintios	4	8	1corintios-4-8-P05	1corintios-4-8-P04	συμβασιλεύσωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
167	1corintios	4	9	1corintios-4-9-P01	1corintios-4-8-P05	δοκῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
168	1corintios	4	9	1corintios-4-9-P02	1corintios-4-9-P01	ἀπέδειξεν	V-AAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
169	1corintios	4	9	1corintios-4-9-P03	1corintios-4-9-P02	ἐγενήθημεν	V-API-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
170	1corintios	4	11	1corintios-4-11-P01	1corintios-4-9-P03	πεινῶμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
171	1corintios	4	11	1corintios-4-11-P02	1corintios-4-11-P01	διψῶμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
172	1corintios	4	11	1corintios-4-11-P03	1corintios-4-11-P02	γυμνιτεύομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
173	1corintios	4	11	1corintios-4-11-P04	1corintios-4-11-P03	κολαφιζόμεθα	V-PPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
174	1corintios	4	11	1corintios-4-11-P05	1corintios-4-11-P04	ἀστατοῦμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
175	1corintios	4	12	1corintios-4-12-P01	1corintios-4-11-P05	κοπιῶμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
176	1corintios	4	12	1corintios-4-12-P02	1corintios-4-12-P01	εὐλογοῦμεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
